name,counts,GeneSymbol
NM_001040710.3,4,FAM228A
NM_017583.6,4,TRIM44
NM_032324.3,4,NTPCR
NM_014578.4,4,RHOD
NM_024839.4,4,RPP21
NM_004112.4,4,FGF11
NM_013352.4,4,DSE
NM_001080379.2,4,PACRG
NM_001008387.3,4,REG3G
NM_002909.5,4,REG1A
NM_199294.3,4,CENPS
NM_001278356.2,4,FRS2
NM_018480.7,4,TMEM126B
NM_001042416.3,4,ZNF596
NM_025189.4,4,ZNF430
NM_000496.3,4,CRYBB2
NM_005542.6,4,INSIG1
NM_002771.4,4,PRSS3
NM_014601.4,4,EHD2
NM_178813.6,4,AKAP14
NM_002769.5,4,PRSS1
NM_003294.4,4,TPSAB1
NM_016133.4,4,INSIG2
NM_016462.4,4,TMEM14C
NM_018656.5,4,SLC35E3
NM_020204.3,4,LHX9
NM_017719.5,4,SNRK
NM_002288.6,4,LAIR2
NM_032849.4,4,MEDAG
NM_001375905.1,4,SGMS2
NM_016258.3,4,YTHDF2
NM_152732.5,4,RSPH9
NM_001130011.3,4,TEX101
NM_001136483.3,4,CFAP97D1
NM_145166.4,4,ZBTB47
NM_003381.4,4,VIP
NM_002514.4,4,CCN3
NM_016101.5,4,NIP7
NM_133473.4,4,ZNF431
NM_145212.4,4,MRPL30
NM_001324.3,4,CSTF1
NM_021951.3,4,DMRT1
NM_080386.4,4,TUBA3D
NM_003087.3,4,SNCG
NM_016146.6,4,TRAPPC4
NM_014757.5,4,MAML1
NM_000984.6,4,RPL23A
NM_017806.4,4,LIME1
NM_005810.4,4,KLRG1
NM_016494.4,4,RNF181
NM_001128926.4,4,FAM71F2
NM_181726.4,4,ANKRD37
NM_024672.6,4,THAP9
NM_172140.2,4,IFNL1
NM_182752.4,4,TPRG1L
NM_145037.4,4,NXPE3
NM_152386.4,4,SGPP2
NM_020995.4,4,HPR
NM_001129908.3,4,GASK1A
NM_024573.3,4,ARMT1
NM_003439.4,4,ZKSCAN1
NM_001142651.3,4,NEURL1B
NM_005755.3,4,EBI3
NM_030969.5,4,TMEM14B
NM_004233.4,4,CD83
NM_000840.3,4,GRM3
NM_001039660.2,4,IL18BP
NM_012256.4,4,ZNF212
NM_021134.4,4,MRPL23
NM_152578.3,4,FMR1NB
NM_003083.4,4,SNAPC2
NM_024097.4,4,C1orf50
NM_001083601.3,4,NAA60
NM_173079.5,4,RUNDC1
NM_001300829.2,4,CIRBP
NM_017586.5,4,CACFD1
NM_016587.4,4,CBX3
NM_032551.5,4,KISS1R
NM_012388.4,4,BLOC1S6
NM_001080426.3,4,STYXL2
NM_207348.3,4,SLC25A34
NM_173510.4,4,CCDC117
NM_001097.3,4,ACR
NM_178544.5,4,ZNF546
NM_173642.4,4,RIMKLA
NM_138459.5,4,NUS1
NM_001146339.2,4,VSTM2B
NM_000196.4,4,HSD11B2
NM_145867.2,4,LTC4S
NM_001283.5,4,AP1S1
NM_178169.4,4,RASSF3
NM_001144757.3,4,SCG5
NM_006144.4,4,GZMA
NM_014181.3,4,LGALSL
NM_002413.5,4,MGST2
NM_021003.5,4,PPM1A
NM_000982.4,4,RPL21
NM_001128126.3,4,AP4S1
NM_016369.4,4,CLDN18
NM_023070.3,4,ZFP69B
NM_139323.4,4,YWHAB
NM_002306.4,4,LGALS3
NM_005009.3,4,NME4
NM_016025.5,4,METTL9
NM_024864.5,4,MRM1
NM_024050.6,4,DDA1
NM_030965.3,4,ST6GALNAC5
NM_015971.4,4,MRPS7
NM_007120.3,4,UGT1A4
NM_004782.4,4,SNAP29
NM_001130913.2,4,ZNF720
NM_001172651.2,4,ZNF177
NM_024592.5,4,SRD5A3
NM_006743.5,4,RBM3
NM_024571.4,4,SNRNP25
NM_001129994.2,4,KCTD15
NM_025079.3,4,ZC3H12A
NM_016454.4,4,EMC4
NM_001202439.3,4,NCR3LG1
NM_000372.5,4,TYR
NM_002134.4,4,HMOX2
NM_003867.4,4,FGF17
NM_021176.3,4,G6PC2
NM_003841.5,4,TNFRSF10C
NM_052848.3,4,CCDC97
NM_016048.2,4,ISOC1
NM_173216.2,4,ST6GAL1
NM_152421.4,4,DIPK1B
NM_001037172.3,4,PXYLP1
NM_138435.4,4,FAM83F
NM_001509.3,4,GPX5
NM_001017920.3,3,DAPL1
NM_058169.6,3,BORCS5
NM_005796.3,3,NUTF2
NM_003864.4,3,SAP30
NM_003440.4,3,ZNF140
NM_013362.4,3,ZNF225
NM_138706.5,3,B3GNT6
NM_001012973.3,3,PLAC9
NM_030759.5,3,NRBF2
NM_001014985.3,3,GLTPD2
NM_001136180.2,3,HSBP1L1
NM_018911.3,3,PCDHA8
NM_014471.3,3,SPINK4
NM_181646.5,3,ZNF804B
NM_001011713.3,3,NAA30
NM_001004127.3,3,ALG11
NM_017425.4,3,SPA17
NM_194250.2,3,ZNF804A
NM_001144954.2,3,C5orf47
NM_018149.7,3,SMG8
NM_130897.3,3,DYNLRB2
NM_003734.4,3,AOC3
NM_198542.3,3,ZNF773
NM_032498.3,3,RHOXF2
NM_138396.6,3,MARCHF9
NM_032273.4,3,TMEM126A
NM_016612.4,3,SLC25A37
NM_001371558.1,3,CXCL13
NM_024674.6,3,LIN28A
NM_033131.4,3,WNT3A
NM_003441.4,3,ZNF141
NM_032151.5,3,PCBD2
NM_006658.5,3,PPP1R17
NM_001311.5,3,CRIP1
NM_001080537.2,3,SNTN
NM_000584.4,3,CXCL8
NM_198076.6,3,COX20
NM_018929.3,3,PCDHGC5
NM_006215.4,3,SERPINA4
NM_001159522.3,3,ZNF727
NM_001083613.2,3,TMEM219
NM_152695.6,3,ZNF449
NM_032411.3,3,ECRG4
NM_152447.5,3,LRFN5
NM_004678.3,3,BPY2
NM_001970.5,3,EIF5A
NM_033215.5,3,PPP1R3F
NM_152290.4,3,C1orf158
NM_001152.5,3,SLC25A5
NM_001003.3,3,RPLP1
NM_001387567.1,3,BTBD6
NM_000146.4,3,FTL
NM_004209.6,3,SYNGR3
NM_018902.5,3,PCDHA11
NM_024337.4,3,IRX1
NM_173664.6,3,ARL10
NM_178868.5,3,CMTM8
NM_175732.3,3,PTPMT1
NM_001861.6,3,COX4I1
NM_144721.6,3,THAP6
NM_012437.6,3,SNAPIN
NM_015393.4,3,PARM1
NM_014068.3,3,PSORS1C1
NM_019896.4,3,POLE4
NM_001242312.2,3,FAM124A
NM_181845.2,3,ZNF283
NM_025219.3,3,DNAJC5
NM_001105519.3,3,FAM166C
NM_080876.4,3,DUSP19
NM_001314025.2,3,YBEY
NM_178502.4,3,DTX3
NM_144694.5,3,ZNF570
NM_025202.4,3,EFHD1
NM_016464.5,3,TMEM138
NM_194325.3,3,ZNF30
NM_018962.3,3,RIPPLY3
NM_000797.4,3,DRD4
NM_018899.6,3,PCDHAC2
NM_015980.5,3,NSG2
NM_003347.4,3,UBE2L3
NM_022818.5,3,MAP1LC3B
NM_006938.4,3,SNRPD1
NM_021088.4,3,ZNF2
NM_178828.5,3,SPATA31E1
NM_003776.4,3,MRPL40
NM_003910.4,3,BUD31
NM_001289951.2,3,ZNF761
NM_009590.4,3,AOC2
NM_153033.5,3,KCTD7
NM_001098844.3,3,TMEM236
NM_006579.3,3,EBP
NM_001171183.2,3,EFCAB9
NM_178507.4,3,OAF
NM_001012970.3,3,C1orf100
NM_006427.4,3,SIVA1
NM_002188.3,3,IL13
NM_014041.5,3,SPCS1
NM_030665.4,3,RAI1
NM_033067.3,3,DMRTB1
NM_001159279.1,3,ZNF716
NM_017841.4,3,SDHAF2
NM_002391.6,3,MDK
NM_002993.4,3,CXCL6
NM_001143942.2,3,RBM24
NM_003154.3,3,STATH
NM_002567.4,3,PEBP1
NM_016622.4,3,MRPL35
NM_004591.3,3,CCL20
NM_152355.3,3,ZNF441
NM_006086.4,3,TUBB3
NM_006954.2,3,ZNF33A
NM_205839.3,3,LST1
NM_001271639.2,3,ZNF138
NM_173548.3,3,ZNF584
NM_001745.4,3,CAMLG
NM_018912.3,3,PCDHGA1
NM_032497.3,3,ZNF559
NM_032566.3,3,SPINK7
NM_152626.4,3,ZNF92
NM_005253.4,3,FOSL2
NM_213609.4,3,TAFA1
NM_001367172.2,3,ZNF763
NM_058173.3,3,MUCL1
NM_033035.5,3,TSLP
NM_004314.3,3,ART1
NM_004285.4,3,H6PD
NM_003437.5,3,ZNF136
NM_014208.3,3,DSPP
NM_000269.3,3,NME1
NM_001004317.4,3,LIN28B
NM_001321958.2,3,ASAH2B
NM_002412.5,3,MGMT
NM_024865.4,3,NANOG
NM_001145465.1,3,NANOGNB
NM_014440.3,3,IL36A
NM_024967.3,3,ZNF556
NM_004345.5,3,CAMP
NM_001039111.3,3,TRIM71
NM_213603.3,3,ZNF789
NM_003216.4,3,TEF
NM_032515.5,3,BOK
NM_006522.4,3,WNT6
NM_001384910.1,3,GUCA1A
NM_014320.3,3,HEBP2
NM_031218.4,3,ZNF93
NM_018916.4,3,PCDHGA3
NM_001303426.2,3,ZNF639
NM_014077.4,3,FAM32A
NM_001004.4,3,RPLP2
NM_001364461.3,3,LOC112577516
NM_017896.3,3,GID8
NM_001040456.3,3,RHBDD2
NM_201566.3,3,SLC16A13
NM_006982.3,3,ALX1
NM_001282359.2,3,ZNF107
NM_001322247.2,3,MEI4
NM_001136107.2,3,METTL11B
NM_001297588.2,3,ZNF221
NM_002351.5,3,SH2D1A
NM_003658.5,3,BARX2
NM_001005404.4,3,YPEL2
NM_001171155.2,3,PET100
NM_198484.5,3,ZNF621
NM_001003665.4,3,STUM
NM_031412.4,3,GABARAPL1
NM_001205272.2,3,KRBOX1
NM_014051.4,3,TMEM14A
NM_153369.4,3,MFSD4B
NM_018922.3,3,PCDHGB1
NM_001129996.2,3,ZNF222
NM_018928.3,3,PCDHGC4
NM_004711.5,3,SYNGR1
NM_014508.3,3,APOBEC3C
NM_001184739.2,3,TSSK4
NM_006539.4,3,CACNG3
NM_147128.4,3,ZNRF2
NM_001083913.2,3,WBP1L
NM_001008395.4,3,LAMTOR4
NM_001145093.4,3,ZNF619
NM_001168.3,3,BIRC5
NM_016089.3,3,ZNF589
NM_001242680.2,3,ZNF729
NM_001282479.1,3,PRR23D1
NM_001013659.3,3,ZNF793
NM_024731.4,3,KLHL36
NM_017758.4,3,ALKBH5
NM_001005415.2,3,MARCHF2
NM_002588.4,3,PCDHGC3
NM_021047.3,3,ZNF253
NM_001244944.2,3,STEAP2
NM_173799.4,3,TIGIT
NM_030919.3,3,FAM83D
NM_002305.4,3,LGALS1
NM_001199295.2,3,ZNF549
NM_006769.4,3,LMO4
NM_032505.3,3,KBTBD8
NM_001040129.3,3,SPINK13
NM_031275.4,3,TEX12
NM_018920.4,3,PCDHGA7
NM_152390.3,3,TMEM178A
NM_144684.4,3,ZNF480
NM_052960.3,3,RBP7
NM_175619.3,3,ZAR1
NM_144979.5,3,RBM46
NM_152280.5,3,SYT11
NM_022716.4,3,PRRX1
NM_003186.5,3,TAGLN
NM_006705.4,3,GADD45G
NM_012304.5,3,FBXL7
NM_018924.5,3,PCDHGB3
NM_006533.4,3,MIA
NM_003350.3,3,UBE2V2
NM_152329.4,3,LRR1
NM_153035.3,3,TCEANC2
NM_145043.4,3,NEIL2
NM_152478.3,3,ZNF583
NM_012275.3,3,IL36RN
NM_147196.3,3,TMIE
NM_001205280.2,3,IGSF23
NM_000803.5,3,FOLR2
NM_002623.4,3,PFDN4
NM_030811.4,3,MRPS26
NM_030642.1,3,APOL5
NM_001282506.2,3,MUC20
NM_022787.4,3,NMNAT1
NM_032609.3,3,COX4I2
NM_173491.4,3,LSM11
NM_014480.4,3,ZNF544
NM_006300.4,3,ZNF230
NM_000792.7,3,DIO1
NM_019858.2,3,GPR162
NM_019606.6,3,MEPCE
NM_016498.5,3,MTFP1
NM_175888.4,3,ZNF620
NM_000596.4,3,IGFBP1
NM_052959.3,3,PANX3
NM_002729.5,3,HHEX
NM_006870.4,3,DSTN
NM_001364730.1,3,ZNF69
NM_014579.4,3,SLC39A2
NM_205841.4,3,SPINK6
NM_016584.3,3,IL23A
NM_001423.3,3,EMP1
NM_001365304.2,3,LOC112694756
NM_001859.4,3,SLC31A1
NM_000405.5,3,GM2A
NM_015506.3,3,MMACHC
NM_012477.4,3,WBP1
NM_015675.4,3,GADD45B
NM_005513.3,3,GTF2E1
NM_019015.3,3,CHPF2
NM_020157.4,3,OTOR
NM_001114600.3,3,SZRD1
NM_001321645.3,3,ZNF224
NM_032704.5,3,TUBA1C
NM_014266.4,3,HCST
NM_001405.4,3,EFNA2
NM_018918.3,3,PCDHGA5
NM_144566.3,3,ZNF700
NM_153363.3,3,ZNF679
NM_001023560.4,3,ZSCAN26
NM_001444.3,3,FABP5
NM_018704.3,3,CTTNBP2NL
NM_145814.2,3,CACNG6
NM_003417.5,3,ZNF264
NM_004378.3,3,CRABP1
NM_001136203.2,3,CCDC124
NM_001641.4,3,APEX1
NM_001033930.3,3,UBA52
NM_006396.3,3,ZNRD2
NM_016951.4,3,CKLF
NM_004058.5,3,CAPS
NM_001005209.3,3,TMEM198
NM_014463.3,3,LSM3
NM_033421.4,3,SNX21
NM_139245.4,3,PPM1L
NM_012449.3,3,STEAP1
NM_018146.4,3,MRM3
NM_013337.4,3,TIMM22
NM_144607.6,3,CYB5D1
NM_022134.3,3,GAL3ST2
NM_052852.4,3,ZNF486
NM_173650.3,3,DNAJC5G
NM_001076678.3,3,ZNF493
NM_001023563.4,3,ZNF805
NM_001256597.2,3,PPDPFL
NM_178014.4,3,TUBB
NM_003881.4,3,CCN5
NM_178172.6,3,GPIHBP1
NM_199286.4,3,DPPA3
NM_001261836.2,3,PTER
NM_001387010.1,3,C20orf204
NM_001172225.3,3,ZNF540
NM_001303508.2,3,ISX
NM_014012.6,3,REM1
NM_001079862.4,3,DBI
NM_000624.6,3,SERPINA5
NM_018903.4,3,PCDHA12
NM_001652.4,3,AQP6
NM_001002759.2,3,SFR1
NM_001039199.3,3,TTPAL
NM_023940.3,3,RASL11B
NM_001136116.3,3,ZNF879
NM_152357.3,3,ZNF440
NM_001040032.2,3,C8orf74
NM_001077621.2,3,VPS37D
NM_005366.5,3,MAGEA11
NM_001186.4,3,BACH1
NM_144611.4,3,CYB5D2
NM_030773.4,3,TUBB1
NM_014161.5,3,MRPL18
NM_016267.4,3,VGLL1
NM_032309.4,3,CHCHD5
NM_002178.3,3,IGFBP6
NM_199173.6,3,BGLAP
NM_152709.5,3,STOX1
NM_016400.4,3,HYPK
NM_001785.3,3,CDA
NM_182572.4,3,ZSCAN1
NM_001135113.2,3,IGFL2
NM_001320466.2,3,ZDHHC23
NM_032423.3,3,ZNF528
NM_002927.5,3,RGS13
NM_003416.4,3,ZNF7
NM_006010.6,3,MANF
NM_206827.2,3,RASL11A
NM_001370148.2,3,CT45A3
NM_203282.4,3,ZNF254
NM_001862.3,3,COX5B
NM_007003.4,3,PAGE4
NM_013361.6,3,ZNF223
NM_033204.4,3,ZNF101
NM_001001415.4,3,ZNF429
NM_017542.5,3,POGK
NM_152310.3,3,ELOVL3
NM_004542.4,3,NDUFA3
NM_207339.4,3,PAGE2
NM_023943.4,3,TMEM108
NM_001386970.1,3,XAGE5
NM_002881.3,3,RALB
NM_152612.3,3,CCDC116
NM_020648.6,3,TWSG1
NM_001143959.4,3,C2orf74
NM_153215.3,3,LSMEM2
NM_002371.4,3,MAL
NM_002159.4,3,HTN1
NM_002531.3,3,NTSR1
NM_001099733.2,3,ADCYAP1
NM_018901.4,3,PCDHA10
NM_001129898.2,3,KRBOX4
NM_003650.4,3,CST7
NM_006303.4,3,AIMP2
NM_001129778.3,3,GRAPL
NM_002512.4,3,NME2
NM_024042.4,3,METRN
NM_145309.6,3,LRRC51
NM_014951.3,3,ZNF365
NM_001382507.1,3,DMAC2L
NM_001040429.3,3,PCDH17
NM_172370.5,3,DAOA
NM_001354639.2,3,PVALEF
NM_003429.5,3,ZNF85
NM_001348699.2,3,SAXO2
NM_001085452.4,3,SPATA31A1
NM_006918.5,3,SC5D
NM_001318234.2,3,SNPH
NM_020243.5,3,TOMM22
NM_145312.4,3,ZNF485
NM_018840.5,3,RAB5IF
NM_016605.3,3,FAM53C
NM_001355221.1,3,TUBA4B
NM_001012659.2,3,ARGFX
NM_001030.6,3,RPS27
NM_005430.4,3,WNT1
NM_001113541.3,3,SPATA31A5
NM_001091.4,3,AOC1
NM_019618.4,3,IL36G
NM_032088.2,3,PCDHGA8
NM_001178020.3,3,BEAN1
NM_001376924.1,3,DHRS9
NM_021958.4,3,HLX
NM_001270616.2,3,PROX1
NM_019111.5,3,HLA-DRA
NM_004109.5,3,FDX1
NM_175571.4,3,GIMAP8
NM_031895.6,3,CACNG8
NM_001151.4,3,SLC25A4
NM_001178089.3,3,ZNF454
NM_001651.4,3,AQP5
NM_015428.4,3,ZNF473
NM_001010851.3,3,ZNF766
NM_001048241.3,3,UBL5
NM_005585.5,3,SMAD6
NM_001353493.2,3,ASDURF
NM_014034.3,3,ASF1A
NM_001037813.4,3,ZNF284
NM_021089.3,3,ZNF8
NM_020129.3,3,LGALS14
NM_194317.5,3,LYPD6
NM_020813.4,3,ZNF471
NM_198098.4,3,AQP1
NM_001305203.2,3,ZFP90
NM_173161.3,3,IL1F10
NM_176818.3,3,GATC
NM_172225.2,3,DMBX1
NM_000200.3,3,HTN3
NM_001101376.3,3,FAM183A
NM_001039574.3,3,KCNC4
NM_001289401.2,3,ZNF135
NM_016034.5,3,MRPS2
NM_003596.4,3,TPST1
NM_001144956.3,3,RIIAD1
NM_025217.4,3,ULBP2
NM_174889.5,3,NDUFAF2
NM_001029997.4,3,ZNF181
NM_001100598.2,3,ZNF707
NM_182490.3,3,ZNF227
NM_001001670.3,3,SPATA31D1
NM_138455.4,3,CTHRC1
NM_000998.5,3,RPL37A
NM_005175.3,3,ATP5MC1
NM_001013435.3,3,PAGE5
NM_015344.3,3,LEPROTL1
NM_016383.5,3,LUZP4
NM_001143938.3,3,ZNF534
NM_144673.3,3,CMTM2
NM_000597.3,3,IGFBP2
NM_018913.3,3,PCDHGA10
NM_012242.4,3,DKK1
NM_018909.4,3,PCDHA6
NM_004585.5,3,PLAAT4
NM_005875.3,3,EIF1B
NM_173842.3,3,IL1RN
NM_001015052.3,3,MPG
NM_030949.3,3,PPP1R14C
NM_014962.4,3,BTBD3
NM_004561.4,3,OVOL1
NM_174903.6,3,RNF151
NM_001349726.2,3,ZNF723
NM_001195541.3,3,TMEM225B
NM_001001325.2,3,SPINK14
NM_002157.3,3,HSPE1
NM_182505.5,3,C9orf85
NM_017559.4,3,FNDC8
NM_000758.4,3,CSF2
NM_194320.4,3,ZNF169
NM_001010879.4,3,ZIK1
NM_000639.3,3,FASLG
NM_001310.4,3,CREBL2
NM_032306.4,3,ALKBH7
NM_002126.5,3,HLF
NM_001363118.2,3,SLC52A2
NM_058230.3,3,ZNF354B
NM_005227.3,3,EFNA4
NM_001207005.2,3,ZNF233
NM_198526.4,3,ZNF710
NM_001082967.3,3,TAFA5
NM_025125.4,3,TMEM254
NM_198089.3,3,ZNF155
NM_001190441.3,3,LGALS16
NM_006808.3,3,SEC61B
NM_001015038.3,3,PAGE2B
NM_017526.5,3,LEPROT
NM_018925.3,3,PCDHGB5
NM_001103170.3,3,AADACL3
NM_003725.4,3,HSD17B6
NM_006713.4,3,SUB1
NM_016217.3,3,HECA
NM_014392.5,3,NSG1
NM_001004431.3,3,METRNL
NM_001077446.4,3,TSEN34
NM_005007.4,3,NFKBIL1
NM_001002760.1,3,BPY2B
NM_015394.5,3,ZNF10
NM_001032373.2,3,ZNF226
NM_018919.3,3,PCDHGA6
NM_001289971.2,3,ZNF84
NM_001079520.2,3,DACT1
NM_001164436.2,3,TMEM212
NM_182759.3,3,TAFA3
NM_007147.4,3,ZNF175
NM_003002.4,3,SDHD
NM_000914.5,3,OPRM1
NM_006630.3,3,ZNF234
NM_001197.5,3,BIK
NM_015933.6,3,TMA7
NM_001029.5,3,RPS26
NM_001008404.3,3,C14orf180
NM_018898.5,3,PCDHAC1
NM_002975.3,3,CLEC11A
NM_030978.3,3,ARPC5L
NM_001322917.1,3,ZNF567
NM_031469.4,3,SH3BGRL2
NM_003846.3,3,PEX11B
NM_001010858.3,3,RNF187
NM_032268.5,3,ZNRF1
NM_213605.3,3,ZNF517
NM_053052.4,3,SNAP47
NM_001172173.2,3,CSRNP3
NM_003414.6,3,ZNF267
NM_002443.4,3,MSMB
NM_004281.4,3,BAG3
NM_024326.4,3,FBXL15
NM_006088.6,3,TUBB4B
NM_001164440.2,3,ANKRD33B
NM_021227.4,3,OSTC
NM_052999.4,3,CMTM1
NM_001244038.2,3,ZNF726
NM_022836.4,3,DCLRE1B
NM_032514.4,3,MAP1LC3A
NM_001001668.4,3,ZNF470
NM_002618.4,3,PEX13
NM_021076.4,3,NEFH
NM_001013630.2,3,AADACL4
NM_020056.5,3,HLA-DQA2
NM_001291941.3,3,C3orf14
NM_018907.4,3,PCDHA4
NM_006183.5,3,NTS
NM_001080440.1,3,OTOL1
NM_024069.4,3,KXD1
NM_005214.5,3,CTLA4
NM_025218.4,3,ULBP1
NM_004548.3,3,NDUFB10
NM_001170905.3,3,ZNF736
NM_001552.3,3,IGFBP4
NM_001039152.3,3,RGS21
NM_001286620.2,3,MAP3K7CL
NM_000371.4,3,TTR
NM_018687.7,3,ANGPTL8
NM_001145197.1,3,SPATA31D4
NM_001809.4,3,CENPA
NM_002629.4,3,PGAM1
NM_001687.5,3,ATP5F1D
NM_214711.4,3,PRR27
NM_005342.4,3,HMGB3
NM_015111.2,3,N4BP3
NM_033133.5,3,CNP
NM_030929.5,3,KAZALD1
NM_014017.4,3,LAMTOR2
NM_001097622.2,3,OCM
NM_001185181.3,3,PFDN6
NM_033281.6,3,MRPS36
NM_025216.3,3,WNT10A
NM_145018.4,3,DDIAS
NM_173801.5,3,OOSP2
NM_005854.3,3,RAMP2
NM_015373.4,3,CBY1
NM_004891.4,3,MRPL33
NM_006221.4,3,PIN1
NM_032731.4,3,TXNDC17
NM_016307.4,3,PRRX2
NM_001353803.2,3,ZNF875
NM_001924.4,3,GADD45A
NM_000929.3,3,PLA2G5
NM_198998.3,3,AQP12A
NM_014298.6,3,QPRT
NM_174899.5,3,FBXO36
NM_000991.5,3,RPL28
NM_013441.4,3,RCAN3
NM_153812.3,3,PHF13
NM_016729.3,3,FOLR1
NM_004207.4,3,SLC16A3
NM_004710.7,3,SYNGR2
NM_001112741.2,3,KCNC1
NM_181773.5,3,APOBEC3H
NM_003736.4,3,PCDHGB4
NM_145295.4,3,ZNF627
NM_001235.5,3,SERPINH1
NM_182523.2,3,CMC1
NM_001425.3,3,EMP3
NM_001136501.3,3,ZNF844
NM_018910.3,3,PCDHA7
NM_018904.3,3,PCDHA13
NM_001085.5,3,SERPINA3
NM_020225.3,3,STOX2
NM_000486.6,3,AQP2
NM_001002296.2,3,GOLGA7
NM_014405.4,3,CACNG4
NM_031210.6,3,SLIRP
NM_032525.3,3,TUBB6
NM_024641.4,3,MANEA
NM_152407.4,3,GRPEL2
NM_001136273.2,3,ZFP92
NM_001348719.2,3,ZNF439
NM_001730.5,3,KLF5
NM_001013619.4,3,HYKK
NM_014764.4,3,DAZAP2
NM_000185.4,3,SERPIND1
NM_001136498.2,3,CISD3
NM_005511.2,3,MLANA
NM_003735.3,3,PCDHGA12
NM_001008272.2,3,TAGLN3
NM_015485.5,3,RWDD3
NM_138296.3,3,PTCRA
NM_013349.5,3,NENF
NM_006732.3,3,FOSB
NM_005801.4,3,EIF1
NM_033105.6,3,DNAJC5B
NM_018908.3,3,PCDHA5
NM_015532.5,3,POLR2M
NM_001289187.2,3,ZNF302
NM_031857.2,3,PCDHA9
NM_003265.3,3,TLR3
NM_001270623.2,3,SLC16A7
NM_001195278.2,3,TMEM178B
NM_005230.4,3,ELK3
NM_139209.3,3,GRK7
NM_000996.4,3,RPL35A
NM_022915.5,3,MRPL44
NM_014717.3,3,ZNF536
NM_014521.3,3,SH3BP4
NM_001079900.2,3,SPACA5B
NM_207404.4,3,ZNF662
NM_024843.4,3,CYBRD1
NM_001445.3,3,FABP6
NM_003022.3,3,SH3BGRL
NM_004419.4,3,DUSP5
NM_198541.2,3,IGFL1
NM_003597.5,3,KLF11
NM_005586.4,3,MDFI
NM_080651.4,3,MED30
NM_000999.4,3,RPL38
NM_001018.5,3,RPS15
NM_152791.5,3,ZNF555
NM_032517.6,3,LYZL1
NM_001031721.4,3,ZNF613
NM_001372076.1,3,PAX9
NM_181706.5,3,DNAJC24
NM_001010872.3,3,FAM83B
NM_001355197.2,3,ZNF66
NM_001658.4,3,ARF1
NM_145262.4,3,GLYCTK
NM_206949.3,3,IFI27L1
NM_014594.3,3,ZNF354C
NM_001446.5,3,FABP7
NM_130777.3,3,XAGE2
NM_018927.4,3,PCDHGB7
NM_017592.4,3,MED29
NM_000754.4,3,COMT
NM_001080476.3,3,GRXCR1
NM_001363794.2,3,ARL9
NM_001113482.2,3,MANEAL
NM_153358.3,3,ZNF791
NM_022761.3,3,C11orf1
NM_002905.5,3,RDH5
NM_207416.3,3,SPATA31D3
NM_003838.5,3,FPGT
NM_080607.3,3,VSTM2L
NM_018905.3,3,PCDHA2
NM_001289970.2,3,SMIM23
NM_001085423.2,3,MILR1
NM_007138.2,3,ZNF90
NM_006404.5,3,PROCR
NM_032453.2,3,ZNF527
NM_198506.5,3,LRIT3
NM_001161425.2,3,ZNF610
NM_018923.3,3,PCDHGB2
NM_006493.4,3,CLN5
NM_001860.3,3,SLC31A2
NM_004289.7,3,NFE2L3
NM_001511.4,3,CXCL1
NM_012451.4,3,SYNGR4
NM_001015882.3,3,DNAJC25
NM_182633.3,3,ZNF713
NM_173480.3,3,ZNF57
NM_005524.4,3,HES1
NM_152373.4,3,ZNF684
NM_170783.4,3,POLR1H
NM_152522.7,3,ARL6IP6
NM_001010870.3,3,TDRD6
NM_001042507.4,3,LGALS7B
NM_021620.4,3,PRDM13
NM_001172773.2,3,ZNF548
NM_019013.3,3,PIMREG
NM_000727.4,3,CACNG1
NM_018906.3,3,PCDHA3
NM_018900.4,3,PCDHA1
NM_001387601.1,3,ZNF383
NM_006223.4,3,PIN4
NM_001185106.1,3,PLCXD2
NM_021163.4,3,RBAK
NM_020931.4,3,KIAA1586
NM_001277403.2,3,ZNF730
NM_001242617.2,3,NXT2
NM_181361.3,3,KCNMB2
NM_005005.3,3,NDUFB9
NM_004927.4,3,MRPL49
NM_152366.5,3,KLHDC9
NM_173481.4,3,MISP
NM_006385.5,3,ZNF211
NM_002652.3,3,PIP
NM_015879.3,3,ST8SIA3
NM_052865.4,3,MGME1
NM_015251.3,3,ATMIN
NM_001128423.2,3,MPV17L
NM_144975.4,3,SLFN5
NM_001123168.3,3,FAM72A
NM_004264.5,3,MED21
NM_018915.4,3,PCDHGA2
NM_006139.4,3,CD28
NM_018921.3,3,PCDHGA9
NM_001040433.2,3,SPINK9
NM_003396.3,3,WNT9B
NM_182645.3,3,VGLL2
NM_016639.3,3,TNFRSF12A
NM_057176.3,3,BSND
NM_019591.4,3,ZNF26
NM_057168.2,3,WNT16
NM_001144955.2,3,DTWD1
NM_005402.4,3,RALA
NM_018914.3,3,PCDHGA11
NM_138446.2,3,MALSU1
NM_025205.5,3,MED28
NM_006004.4,3,UQCRH
NM_152318.3,3,NOPCHAP1
NM_000239.3,3,LYZ
NM_194279.4,3,ISCA2
NM_004116.5,3,FKBP1B
NM_033468.4,3,ZNF257
NM_024329.6,3,EFHD2
NM_024093.3,3,C2orf49
NM_007285.7,3,GABARAPL2
NM_003446.4,3,ZNF157
NM_021148.3,3,ZNF273
NM_002122.5,3,HLA-DQA1
NM_000589.4,3,IL4
NM_018917.4,3,PCDHGA4
NM_032642.3,3,WNT5B
